Review,Rating,Tanggal
sehat sehat ipusnas semoga anggaran diperbanyak biar gak error terus,3,2026-03-22 13:25:45
"Eror lagi dan lagi, gaada 2 Minggu udah eror",2,2026-03-22 10:48:55
sering error gimana sihhh,1,2026-03-22 09:45:45
"ipusnas gak bisa dibuka lagi di android, huhu..",1,2026-03-22 08:33:13
I Pusnas payah. Mau buka aplikasi maintenance mulu.,1,2026-03-22 08:30:31
Min ini servernya down lagi kah?? mau login aja susah,2,2026-03-22 08:02:55
waduh kenapa nih error lagi,1,2026-03-22 07:53:03
Orang Indonesia mau login aja kesusahan. hehe mantap,1,2026-03-22 05:56:34
"sangat berharap sih aplikasi ini bs berjalan baik. suka karena kita bs pinjem buku online. tp emang banyak yg hrs d tingkatkan sih. awal donlot lancar. abis pembaruan malah g bs sama sekali pinjem, verifikasi data mulu. trus pembaruan lagi, ud bisa. baru sekali pinjem sekarang malah kluwer2 terus. bkn karena masalah jaringan ya. skrg ga bs terbuka sama sekali. semoga terus ada perbaikan kedepannya ya admin. semangat.",5,2026-03-22 05:55:24
tidak bisa diakses padahal jaringan 😑,1,2026-03-22 03:36:03
Gak bisa daftar atau login. Ini karena bug atau apa ya? Mohon segera diperbaiki.,1,2026-03-21 23:27:00
"ngak bisa pinjam bukunya tolong diperbaikin, eror lagi min baru berapa hari bisa sekarang eror lagi?",1,2026-03-21 22:46:32
"udah setahun, nggak bisa minjam setiap ketik judul buku yang dicari, aplikasinya terkeluar sendiri terus, padahal udah update aplikasinya.",1,2026-03-21 22:35:29
"kacau kali ipusnas sekarang ah, loading terus gak bisa menampilkan buku. tolong dong di perbaiki.. makin gak betul",1,2026-03-21 21:32:22
aj baru juga dibilang bsgus server lgsg down,1,2026-03-21 21:11:11
"sering eror server nya, beg0",1,2026-03-21 21:06:02
kenapa ya loading terus? lagi enjoy baca tbtb ga bisa baca lagi,1,2026-03-21 19:27:58
"Niatnya liburan panjang, mau mulai baca buku lagi,di aplikasi sebelah salah langganan & ga bisa double langganan.. disini, udah senang bisa baca gratis, eeh tiba"" eror, ga bisa dibuka aplikasinya, uninstal juga udah, eeh ga bisa masuk.. ini kenapa jadi lemot yaa.. 😢",1,2026-03-21 18:59:35
"Ipusnas sering lag sekarang, setiap mau minjem buku banyak masalah yang terjadi seperti kesalahan pengiriman data, gak bisa login, atau halamannya kosong, saya harap aplikasinya bisa diperbaiki lagi seperti semula dan lebih baik lagi",2,2026-03-21 18:37:57
"kenapa ga bisa login? setelah bisa login, ga bisa minjam buku. terus ke logout sendiri, sampai sekarang belum bisa lagi🫩",1,2026-03-21 16:56:00
"saya tidak bisa login dengan menggunakan akun google saya, mohon diperbaiki",2,2026-03-21 15:31:04
males comment apk gk konsisten jelek,1,2026-03-21 15:24:09
katanya Indonesia kekurangan minat pembaca tapi ruang yang disediakan seperti ini. Tidak bisa pinjam buku anjir,1,2026-03-21 15:11:41
kok eror trs sih siapa sih pengembangnya,1,2026-03-21 14:39:09
tidak bisa baca lagi? loading lagi?,2,2026-03-21 14:08:47
Makin jelek. Kemaren-kemaren bukunya ga bisa dibuka. Sekarang malah ga bisa login sama sekali. Payah...,1,2026-03-21 11:43:59
"belakangan ini sering banget eror , tolong dibenahi yaaaa bapak/ibu, saya mau baca buku🙏🏻",1,2026-03-21 11:18:14
Bermasalah dan error lagi 😑😑 Yaampun yaampun,1,2026-03-21 09:48:59
"plisss ipusnas, kenapa error lgi? pdahal kan kemarin-kemarin katanya sudah diperbaiki. kok malah ga bisa login sekarang 😭😭",1,2026-03-21 07:35:26
"mohon maaf lahir batin, pinjem buku ipusnas malah ngebatin baru jg update udah error lagii",1,2026-03-21 07:30:19
"Pantes aja dapet rating buruk. Jangankan mau pinjam dan baca buku digital, Saya mau coba daftar aja gak bisa. Tragis...",2,2026-03-21 06:06:04
"ini kok malah gabisa pinjam buku ya, sekarang malah ga bisa masuk ke aplikasi via email kacau emang vendor developernya pecat aja lah (edited: 21/03/2026",1,2026-03-21 05:51:37
gak bisa masuk..,1,2026-03-21 03:09:03
"selalu terjadi error tanpa ada nya penjelasan yang tepat waktu, harusnya disertakan keterangan yang membuat aplikasi ini sering error, kita semua tau bahwa terjadi maintenance karena perbaiki fitur, tapi lebih baik dijelaskan sebab akibat dan apa yng mau diperbaharui. Juga kalau bisa perbanyak stok buku supaya meminimalisir antrian yang berkepanjangan",1,2026-03-21 02:03:39
JELEK,1,2026-03-21 01:18:07
"ini mengapa error terusssss padahal kmrn udah bener. PLISSSS DEVELOPER TANGANI KE-ERROR-AN INI SECEPAT MUNGKINNN KARENA KEMARIN AKU MINJEM BANYAK NOVELLL😞😞 pengen lanjut bacaaaaa huhu, gini banget yang katanya 2045 generasi emas. sebenernya Indonesia tuh minat bacanya lumayan tinggi cuma kehalang sama fasilitas yang tidak memadai. plisss plissss ipusnasss, banyak user yang menunggu perbaikan aplikasii😢 I hope it can be handled as soon as possible, love you so much ipusnasss💗",1,2026-03-20 21:05:10
"Bener 1 hari doang, setelah itu kumat lagi, mau baca aja dibikin susah. Beneran mau ningkatin literasi anak bangsa apa enggak sih? Saya menggunakan aplikasi ini sudah bertahun-tahun, pas awal-awal enak buat baca tapi entah kenapa semakin ke sini semakin gak enak karena loadingnya lama banget padahal jaringan bagus. Padahal niatnya baik mau baca buku legal tapi malah dibikin susah gini. Tolong diperbaiki🙏",1,2026-03-20 21:02:46
"Jelek bgt sumpah aplikasinya ihh, tetiba ngelag parah harus diinstal ulang",1,2026-03-20 20:48:48
"udh bagus pas install n login pertama kali, udh baca satu buku kan, cuma pas dikeluarin dan mau masuk lagi untuk baca, malah gangguan, padahal internet mulus, buka aplikasi lain jg lancar, udh coba uninstall trs install lagi, sama aja",2,2026-03-20 19:58:50
Koneksi stabil tetapi setiap kali akses ipusnas selalu eror. mohon segera diatasi. jngn hnya urus duit ujung2 korupsi. salam literasi.,1,2026-03-20 19:50:26
kaga jelas gak bisa masuk,1,2026-03-20 19:13:29
"akhirnya sudah bisa pinjam buku, ayo naikan ratingnya. Aplikasi bermanfaat dalam menambah wawasan. baca buku bisa dimana aja dan kapan aja. Terima kasih pusnas selalu telah hadir untuk Indonesia ❤",5,2026-03-20 14:40:30
"setelah sekian lama, akhirnya bisa berfungsi juga aplikasinya. memang sedikit berbeda dari tampilan sebelumnya, tapi gapapa selagi bisa buat minjam dan baca buku. tolong jangan error lagi.",4,2026-03-20 10:55:20
apalagi ini woy,5,2026-03-20 10:29:31
"Buku dengan lebih dari 200 halaman tidak bisa dibaca. Loading tidak berkesudahan dan begitu di-back malah blank, jadi harus tutup paksa aplikasi. Mohon diperbaiki.",2,2026-03-20 06:18:14
"bener bener aplikasi teraneh. loading lama padahal sinyal aman. awalnya bisa, dicoba lagi udah gabisa. kayak gak niat gitu bikin aplikasinya.",1,2026-03-20 03:52:40
lelet,1,2026-03-20 01:24:21
"udah dari lama ngerasa ipusnas bermasalah soal peminjaman buku. Tadi nyoba lagi, udah bisa buat pinjam, tapi gak bisa dibaca. Cuma loading aja. Sayang banget padahal dulu ini aplikasi andalan buat pinjam & baca buku digital",1,2026-03-20 00:26:23
"aneh, abis di update bukan nya makin bagus malah ga bisa di buka sama sekali. kecewa.",1,2026-03-19 20:06:09
Akhirnya sudah bagus,5,2026-03-19 18:22:34
Alhamdulillah sudah baik lagi aplikasinya. makasih,5,2026-03-19 17:54:45
akhirnya hari ini udh bisa pinjam buku lg di aplikasi ini..mohon ditingkatkan lagi layanannya agar gak kejadian gak bisa pinjam buku sprt bbrpa bulan ini 🙏🏻,4,2026-03-19 14:26:35
kok gabisa di buka di laptop ya? sampai bacaan pinjam saja. tidak ada bacaan bacanya,3,2026-03-18 19:47:54
Ayo perbaiki! aplikasinya error terus,4,2026-03-18 17:57:52
Makin lama malah makin buruk aplikasinya heran gue😂😂,1,2026-03-18 15:38:52
gabisa login plisss,1,2026-03-17 22:47:01
Masih gabisa load data? udah 1 bulan lebih loh.,1,2026-03-17 18:52:41
terima kasih karena telah memperbaiki aplikasi ini. saya harap aplikasi ini tetap mendapatkan update agar membaca disini menjadi nyaman dan agar bisa baca secara offline,5,2026-03-17 15:48:16
"kenapa sekarang gabisa baca offline? padahal udah seneng aplikasinya ga eror lagi tapi muncul masalah baru, bukunya gabisa dibaca offline:(",3,2026-03-17 15:05:08
Alhamdulillah udah bisa download.... makasih udah di benerin huhu kalau di upgrade lagi jgn lama2 admin...❤️❤️❤️🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻,5,2026-03-17 11:14:38
macet,1,2026-03-17 10:56:49
"udah 2 minggu lebih gak bisa pinjem buku, kalo gk niat bikin aplikasi mending hapus aja, admin ini kerjanya ngapain aja dah, sibuk ngurusin MBG ya",1,2026-03-17 10:04:19
"ok ya min gue maafin, semoga kedepan servernya nggak bermasalah lagi",5,2026-03-17 08:10:02
"Kenapa kok malah force close terus sih? Tolong perbaikin lah! Bahkan pasca pembaruan terbaru ini, per 11 maret 2026, aplikasi ini masih saja ""force close"" ketika saya membukanya.",2,2026-03-17 04:06:58
"Per hari ini, 16 Maret 2026, aplikasi ipusnas di android sudah bisa pijam buku. Terima kasih. Semoga perbaikan terus berlanjut, tidak terulang kembali kasus beberapa bulan terakhir, dan tidak terjadi kemunduran.",5,2026-03-16 20:13:09
kenapa buku nya gak bisa didownload secara offline sih padahal jaringan baik udah mencoba berkali-kali tapi gak bisa,1,2026-03-16 17:25:57
Normal tapi next ya gitu deh,3,2026-03-16 16:30:34
"udahhh bisaaa, makasi banyak atmin 🥲💖",5,2026-03-16 14:33:05
apakah aplikasi ini memang sering kali ngebug?,2,2026-03-16 11:13:32
"my dear ipusnas, what happened to you",1,2026-03-16 05:03:16
antriannya kelamaan,1,2026-03-16 02:56:08
finally diupdate jugaa,5,2026-03-15 19:39:57
"guys sudah normal lagi ,gass",5,2026-03-15 19:35:18
"Alhamdulillah, iPusnas sudah bisa untuk meminjam buku. Let's go!!!",5,2026-03-15 15:25:30
"bagus udah bisa minjem,thnks min lopyu",5,2026-03-15 14:11:30
Mantap. Sudah bisa diakses 👍🏻,5,2026-03-15 10:36:14
"Bagus, udh gk error lagi",5,2026-03-15 05:55:09
Alhamdulillah ipusnas bisa diakses kembali,5,2026-03-15 03:28:36
setiap di buka langsung balik ke halaman awal alias wallpaper HP,1,2026-03-14 22:01:44
"error mulu, ga bisa minjem buku, udah dari lama sampai sekarang belum ada perbaikan sistem nya kah?",1,2026-03-14 19:15:16
"jelek bgt serius. padahal tahun lalu masih aman aman aja ini app, sekarang jelek parah. kemarin bilang appnya udah bener, oke dah coba pinjem, eh malah gabisa dibaca, muter muter terus. payah nih.",1,2026-03-14 13:24:56
aplikasi bagus tapi kayaknya udah gak bisa baca ofline(soalnya gw coba gak bisa. mana pas baca online loadingnya mengunduh🗿),5,2026-03-14 12:46:54
semoga aplikasi nya lbih baik lagi,5,2026-03-14 11:48:47
"sekarang udh bisa minjem buku, thanks~ smg kedepannya copy an nya d tambah lagi",4,2026-03-14 10:39:06
lekas membaik iPusnas 🥺❤️,5,2026-03-14 09:40:36
sering lama loadingnya dan saat mau pinjam buku pun sering susah buat ngirim data.,2,2026-03-14 07:32:18
"bugnya sudah diperbaiki,",4,2026-03-14 06:09:50
"masih gak bisa dibuka punyaku 😔 mau pinjem gimana, kalau masuk aja gak bisa. nanti aku ganti ratingnya kalau punyaku udah bisa. minta tolong segera diperbaiki, aku mau baca buku 🙏🏻",1,2026-03-14 05:42:40
Udah bisa digunakan lagi,5,2026-03-14 01:07:38
setelah bbrp bulan eror. Alhamdulillah bisa minjem lagi. semangat yaaa jgn kalah dg efisiensi 😭🫶🏻,4,2026-03-13 21:28:10
"Setelah sekian lama menunggu, akhirnya bisa digunakan juga. Sayangnya, masih kurang nyaman ketika mau baca kala senggang. Setiap kali mau baca harus download bukunya. Ini fitur yang merepotkan dibandingkan versi lama yang sekali download saja untuk satu periode pinjam. Apalagi kecepatan downloadnya tidak kencang. Memuat setiap halaman juga lemot.",3,2026-03-13 20:42:08
selalu error,1,2026-03-13 20:32:11
walaupun suka eror tapi selalu dibenahi dan bukunya semakin bertambah,5,2026-03-13 19:28:48
"Benerin error-nya, dong.",4,2026-03-13 18:58:52
"good perpusnas, sudah bisa pinjam lagi, sudah pulih",5,2026-03-13 15:03:16
"tidak bisa meminjam buku, masalah pengiriman data mulu",1,2026-03-13 13:55:26
kenapa gak bisa baca buku nya gagal mengirim data padahal sinyal bagus,1,2026-03-13 10:11:24
"min di hp Oppo a5s ku GK bisa buka apk nya sekali buka langsung keluar,mental terus,tolong min🙏",2,2026-03-13 01:21:33
"ga bs update pengiriman data, udh beberapa bulan kenapa yah?",1,2026-03-13 00:42:56
dari Januari sampe sekarang tetep aja error nih aplikasi. ada tim IT nya ga sih sekelas nasional gini? malu bgt dah,1,2026-03-13 00:20:59
aplikasi nggak bisa digunakan. sangat kecewa,1,2026-03-12 22:44:56
"aplikasi gajelas, apasih, udah daftar pake 2 email, udah gabung, pas mau pinjam katanya ada kesalahan sistem, jaringan juga bagus"" aja, padahal udah mood baca tapi malah dibikin badmood, tolong ini diperbaiki, mumpung niat baca gua udah balik👎",1,2026-03-12 21:15:48
bukunya g bisa dipinjam,1,2026-03-12 21:04:18
aplikasi jelek,1,2026-03-12 18:54:44
"bug parah, sayang bngtt gabisa baca😕",1,2026-03-12 17:41:47
Tidak pinjam buku. Sudah coba berkali-kali selalu eror. Padahal bukunya tersedia terus.,1,2026-03-12 16:51:25
"sudah 10 tahun saya rutin membaca di ipusnas dengan koleksi yg lengkap karena keterbatasan buku2 di Perpustakaan Provinsi dan perpustakaan Kabupaten di daerah saya. tapi akhir2 ini ipusnas tidak bisa diakses terus menerus, lalu bagaimana kami yg ada di daerah membaca. Yang di pusat enak ada perpusnas dekat monas, perpusnas Salemba, PDS HB Jassin dan perpus2 besar lainnya. tapi kami yg di Daerah benar2 haus bacaan, butuh referensi, setidaknya kalau tidak ada fisik bisa ipusnas lebih baik lagi.",1,2026-03-12 16:39:18
"dalam server aplikasi tertulis ""pengiriman data gagal mohon coba lagi"". tolong diperbaiki kembali. saya ingin meminjam buku ditengah minim budaya literasi malah aksesnya bermasalah.",1,2026-03-12 14:17:00
Aplikasinya eror terus sejak tahun lalu. ini gimana sih perpusnas?. kok gak ada solusinya??. udah menjamur nih apk. Gunanya dibuat apaan coba?.,1,2026-03-12 12:56:27
Semoga ada donatur yang bisa benerin Ipusnas.,1,2026-03-12 10:48:06
kesalahan memuat data ?,2,2026-03-12 10:39:01
"gimana mau baca, setiap mau pinjam ngga bisa mulu",1,2026-03-12 10:37:41
"aplikasi nya error trs padahal mau dipake bikin literasi dikelas, tolong di perbaiki lagi aplikasinya.",1,2026-03-12 08:28:18
"error, tidak bisa meminjam buku. saya tunggu sudah 1 bulan, belum juga diperbaiki",1,2026-03-12 06:59:18
"Maaf saya kasih bintang 2, karena sudah 2 mingguan ini tidak bisa pinjam. Setiap klik pinjam selalu muncul keterangan kesalahan pengiriman data terus, baik melalui aplikasi ataupun website. Tolong segera diperbaiki !",2,2026-03-12 05:42:18
"Tidak bisa meminjam buku, padahal stok masih tersisa banyak. Saat meminjam selalu keluar tulisan ""ada masalah saat mengirim data"" dan itu terjadi sudah hampir semingguan. Mohon diperbaiki crash aplikasinya untuk kenyamanan dan memudahkan pembaca, terimakasih.",1,2026-03-12 05:38:01
"masalah terus setiap mau pinjam, kalau belum siap update jangan dipaksa",1,2026-03-12 05:26:49
"Kenapa masih belum bisa pinjam buku? Percuma ngadain even2 literasi tp ktk mau akses baca TDK bisa pinjam...,!!",1,2026-03-12 05:05:15
"truss gunanya bikin apk buat apa, kalau ga bisa di buka dan di baca",1,2026-03-12 05:02:19
selalu bermasalah waktu di buka,1,2026-03-12 03:37:00
perbaiki lagi dong kenapa gak bisa di unduh makin kesini makin gak bagus,1,2026-03-11 23:41:34
gak bisa pinjam buku....,1,2026-03-11 23:38:52
Nggak bisa buat pinjam buku,1,2026-03-11 22:14:36
udh berminggu² ga bs pinjam buku. niatnya bkin aplikasi ini apaan sih. pinjam buku ga bs. udh byk yg ngeluh bukannya diperbaiki. hilangin ja ni aplikasi klo ga niat kasih pinjem warganya bwt baca,1,2026-03-11 21:28:54
Niat minjemin ga sih?,1,2026-03-11 20:55:03
"update Maret 2026 Setelah update aplikasi,ngga bisa pinjam buku lagi. Sudah uninstall masih aja kesalahan pengiriman data. Sedih banget, sudah lama antri buku, saat sudah dapat malah aplikasi error terus. Ngga bisa buka aplikasi, bagaimana mau baca bukunya. Sudah banyak yang mengeluhkan kinerja aplikasinya akhir-akhir ini, tapi koq ya lama perbaikannya. UPDATE Harus di uninstall, trus install lagi baru bisa dipakai normal. Semoga kedepannya perbaikan aplikasi ngga perlu harus install ulang.",1,2026-03-11 19:24:52
"Kenapa ipusnas sekarang sering log out sendiri, dan buku yang dipinjam sering hilang sendiri dan kita harus pinjam ulang lagi padahal waktu peminjaman masih lama. kenapa sekarang minjam buku susah? selalu gangguan dll.",3,2026-03-11 18:01:25
"alternatif untuk menambah minat bacanya bagus, tapi tolong kok ini buku bukunya ga bisa di pinjam semua? tolong dong di perbaiki, saran aja biar makin banyak di pake app nya",1,2026-03-11 16:50:07
"sangat buruk, selalu eror dan eror terus",1,2026-03-11 16:13:53
"ini gimana sih? temanya perpus, tapi g bisa pinjam buku",1,2026-03-11 15:47:47
mau sampe kapan gak bisa pinjem buku? gak niat mencerdaskan bangsa tutup aja dah permanen,1,2026-03-11 15:00:02
kenapa setiap mau minjem buku selalu GK bisa? selalu saja alasannya ada kesalahan teknis. jadi gunany aku dowload apk ini itu AP klo ujungnya GK bisa di pinjem,1,2026-03-11 14:09:47
Kapan nih ngga kendala pengiriman data,1,2026-03-11 14:03:33
"kapan ipusnas baik lagi ya. awalnya suka bgt dgn aplikasi ini. tp terakhir kali gak bs pinjem. dan itu pun udah lama. tlg dong diperbaiki. cz mnrt aku, pilihan buku yg bs d baca free nya cukup bnyk walaupun antri nya jg bnyak...",1,2026-03-11 12:49:58
"Mengapa banyak buku yang tidak dapat dipinjam, data rusak",1,2026-03-11 10:02:04
"Kacau, pemeliharaan yg buruk membuat aplikasi error",2,2026-03-11 09:38:35
kapan diperbaiki,1,2026-03-11 04:51:04
"percuma di buat, tpi ga bisa pinjam buku nya, gak rekomendasi",1,2026-03-11 04:39:46
"aplikasi error, tidak dapat meminjam buku",1,2026-03-11 03:52:16
